"","id","screen_name","text","polite","Sentiment"
"84",471671225849491456,"greengranma","@JillEvansMEP: Just arrived Brussels on Eurostar after another early start. Look forward to meeting our new EFA group members.","polite","positive"
"85",471671598198845440,"davidmartinmep","@ChrisEKennedy  Sir Alex Ferguson's old school apparently","polite","neutral"
"86",471678619467542528,"AlanBullion","New Parliament agriculture committee to form in early July - : https://t.co/q3YIU3zjB5","polite","neutral"
"87",471682332370690048,"DonnaInSussex","@sarah_edmunds - 'it’s Tax Freedom Day… but just wait until you find out when Cost of Government Day is' http://t.co/ZbYvfAuK5V","polite","neutral"
"88",471689646691594240,"MargotLJParker","@UKIPCheshirewst Thank you John,absolutely GE 2015!","polite","positive"
"89",471700922675249152,"theeububble","How do you solve a problem like… @Nigel_Farage ? http://t.co/8MuW4cbA2Y #EP2014 #EU #EuropeanUnion #eububble","polite","neutral"
"90",471709740889026560,"murphgirlalways","@JimAllister in just 24hrs 1,243 ppl signed to ask you to dismiss cllr bunting from her role. Act now. #sackbunting http://t.co/8UEzxst2DI","polite","neutral"
"91",471729134994210816,"katrinamurray71","@burdzeyeview I have found paperwork from 2001.  @KittyBerry95 is calling it the treasure hunt","polite","neutral"
"92",471736459867987968,"MirfinBoukouris","@DrSpriggy what was it about Christine ?","polite","neutral"
"93",471739203047682048,"markereiraguyer","@Sstampcomms @focus12rehab Two tickets for us please @GabyGuyer assuming event is in Bury St Edmunds","polite","neutral"
"94",471741752244985856,"MirfinBoukouris","@DrSpriggy will do. Sounds very interesting.","polite","neutral"
"95",471742324025085952,"ShneurOdzeUKIP","@EllaTay me. As to his comment, look at it in full and his letter to the telegraph, which I fully defend.","polite","positive"
"96",471742843124744192,"ChrisWhiteside3","@danielrhamilton My wife prefers the taste of Decaff to regular coffee.","polite","neutral"
"97",471746578819346432,"Anothergreen","@Tom_Gann I feel in a cold climate it is an intervention.","polite","neutral"
"98",471746785481097216,"danielrhamilton","@ChrisWhiteside3 I'm sure that, with you present, the Whiteside household is energetic enough.  No caffeine required!  :)","polite","neutral"
"99",471751052656914432,"dhaliwal_11","@Michael_Heaver @UKIP Is anyone listening to the public ??","polite","neutral"
"100",471753427153072128,"DavidMDrucker","@FieldRoamer @SenatorSessions @Nigel_Farage @ron_fournier That won't solve the long-term problem. Plus immigration always been U.S. strength","polite","neutral"
"101",471780552773603328,"MarikaIPirie","@HelenMilburn @IainMcGill  Ha ha!  I noticed that looking at it again today as well.","polite","neutral"
"102",471781898487099392,"HubWoking","@JamesCracknell Please would you mind following us, so that our small charity can get exposure and followers.","polite","neutral"
"103",471783829028753408,"DerekJHilling","Stan Collymore gets it - he is English NOT British http://t.co/Vr98CHHg2P","polite","negative"
"104",471795010841886720,"drewyo","@McFarlandFraser @RogerHelmerMEP I'll bet you anything you wish.","polite","neutral"
"105",471799151471366144,"voterossbrown","@John_CRFC tonight we saw the nastier side to this country exposed and it's certainly not something I'm proud of","polite","negative"
"106",471891404726104064,"BUXDB","@RogerHelmerMEP We need more tidal energy investment too.","polite","neutral"
"107",471897259500503040,"Dochasnetwork","Irish MEPs on Twitter: https://t.co/UF2fH7gum0 @JNicholsonMEP @DianeDoddsMEP","polite","neutral"
"108",471914888663531520,"NSinclaireMEP","@Jester2109 excellent! It shows the #EU rushed to a bigoted judgement on #ecigs without taking the time to ascertain the full facts","polite","positive"
"109",471925157398056960,"MargotLJParker","@dfawqlouy Peddling nonsense sadly!","polite","negative"
"110",471931385088069632,"shuaib20","@nickgriffinmep thanks nick. At least we are early for something! <U+FFFD><U+FFFD><U+FFFD><U+FFFD>","polite","neutral"
"111",471934949600526336,"NickiBrooksx","What a thoroughly miserable day. Obviously, I have errands to run so will be soaked by time I get into the office.","polite","negative"
"112",471941002719408128,"ggbenedetto","@GoodallGiles @balchinlawyer 1/2 Will there be a LibDem Commissioner? Clegg, Cable or Bowles qualified for Internal Market portfolio","polite","neutral"
"113",471951803089973248,"MrMarkCrossley","@KirstenTElliott @suzanneshine @flcro @WomenDefyUKIP  Thinking-badness rarely triumphs in films.We grow up to realize it's not true.","polite","neutral"
"114",471953757429719040,"NigelWickens","The Winning Team http://t.co/XWvexx0SZT","polite","neutral"
"115",471956505718427648,"piergiuseppe2","@DarioBallini @pbersani @matteorenzi @Nigel_Farage monnezza a 5 stalle","polite","neutral"
"116",471959388144795648,"suzanneshine","@StephenNolan The views of Mr Robinson towards Muslims also very distrubing stating he would not ""trust them to go to the shops"" for him.","polite","negative"
"117",471967177692971008,"philhenrick","@euHvR No one's interested!","polite","negative"
"118",471981965806424064,"F1andyD","@Nigel_Farage @Vote_UKIP @Telegraph he does not know how to","polite","neutral"
"119",471987955742294016,"IainMcGill","@alanyoung3000 Teuchters?","polite","neutral"
"120",471988093118324736,"Drealmie","@euHvR @Nigel_Farage @UKIP Do take a look at this. It says it all regarding the #UK . From a proud #UKIP voter. http://t.co/Y30uaxdZwX","polite","neutral"
"121",471989172157579264,"djamiestanton","@KennyFarq @IainMcGill The one on the right looks like Stefan Dennis","polite","neutral"
"122",472001806948900864,"BelindaBG","@hesterkw @camcycle Actually is not consultation but planning app for cycle parking we can comment on","polite","neutral"
"123",472002448996192256,"FilipeHonorio","""In #Romania things are not all right but at least not far-right"" #UKIP #UK @Nigel_Farage #EP2014","polite","neutral"
"124",472024446115807232,"voterossbrown","@alaninbelfast @CllrJohnBarry @AbiePB @dmcbfs any possibility of a plug on slugger ahead of time?","polite","neutral"
"125",472025102377574400,"merlin231996","@Tim_Aker @UKIP @JackieDP @ThurrockPolly they should fear ukip as the British sat up for a change, all the way to 10 Downing Street !!","polite","neutral"
"126",472030348910813184,"DavidCoburnUKip","@RedcliffeScott Andy Burnham picked up on EU US Trade deal overseeing privatisation of NHS http://t.co/ohw7cwn9mQ","polite","neutral"
"127",472034021862821888,"vincegraff","@Nigel_Farage Make sure you get plenty of sleep beforehand, love. Don't want any of that silly racism slipping out of your mouth again!","polite","negative"
"128",472036642354913280,"DavidCoburnUKip","@1703John tragi-comedy","polite","neutral"
"129",472040476858527744,"AlanBullion","BBC News - Ukraine army helicopter shot down near Sloviansk http://t.co/YFDAW6Tfss","polite","neutral"
"130",472043674042634240,"katrinamurray71","@alanrlaing oh, love DC. Hope you have a fantastic time. Have you been before?","polite","positive"
"131",472048517096419328,"DavidCoburnUKip","@Hotdesigner because I want Civil Partnership always did","polite","neutral"
"132",472049811118911488,"iandem618","@SimonGosden @theschneck @Tim_Aker @UKIP @JackieDP @ThurrockPolly I didn't say ""a majority"" I said ""the majority"" very different","polite","neutral"
"133",472060468996349952,"coolboyjase","@georgegalloway @DavidCoburnUKip don't you mean Allah?","polite","negative"
"134",472066138617430016,"ExtraBold","@CharlotteGore cool. How much demand? Which toolset / crash course? Being lazy I know ;)","polite","neutral"
"135",472068915854856192,"DavidCoburnUKip","@Miss_Leeze Civil Partnership is due to be abolished","polite","neutral"
"136",472073814336356352,"DavidCoburnUKip","@benjamincohen @LiberalJudaism I am aware of that :)","polite","neutral"
"137",472077623234138112,"MuirDragonne","@scottm Agreed! Getting more entertainment value from this than from watching TV. @DavidCoburnUKip @benjamincohen","polite","positive"
"138",472080236998561792,"latimeralder","@catherinemep @PeterJones40 @Jonnyhibberd @britinfluence Nope. And Ban-Ki not acceptable either.  EU/UN Anti-democratic by design.","polite","negative"
"139",472083558094635008,"rmclaggan","@TheNickonomist @DavidCoburnUKip perhaps in the eyes of some but it isn't the tremendous inequality being made out","polite","neutral"
"140",472098934308208640,"WitteringWitney","@catherinemep Apols - shorthand for quote - ran out of characters? :(","polite","neutral"
"141",472104162898235392,"ThompsonTony56","@SimonGosden @paulnuttallukip @UKIP boys Will be boys Simon !","polite","neutral"
"142",472112208831598592,"MEDGA2504","@Cotswold_UKIP @DanHannanMEP @Telegraph great piece Dan, one for you @markhib","polite","neutral"
"143",472115009620025344,"cllrtomhunt1","@OborneTweets on Lord Oakeshott; ""An insubstantial and worthless individual"" Ouch! http://t.co/7kj5bCqyXJ … #LibDems #Clegg","polite","neutral"
"144",472133639351058432,"Dr_Tolley","One of the very few things I agree with the police on, we should not legalise handguns. Take heed @Nigel_Farage http://t.co/qgNHoNLUIV","polite","neutral"
"145",472136160358461440,"ReachEd","@Michael_Heaver it's all a liblabcon media establishment euussr conspiracy?","polite","neutral"
"146",472137837794848768,"BelindaBG","@gregjudge @joey7barton Just needs winning back, and some info on the other achievements. A year is a long time in politics","polite","neutral"
"147",472141481013444608,"BelindaBG","@stevenlambert1 @richardhp Yes please, and please share your answer on Twitter","polite","neutral"
"148",472141978562740224,"Organic_Jane","@darrenbjohn @WomenDefyUKIP @RogerHelmerMEP What a revolting little man.","polite","negative"
"149",472144019976638464,"StevePaxtonED","When will England's national party be allowed on #QuestionTime as @TheSNP and @Plaid_Cymru are?","polite","neutral"
"150",472145861250924544,"thedailysarah","People voted for @Nigel_Farage because he puts a pint on his head, apparently. #bbcqt","polite","negative"
"151",472148637959860224,"NSinclaireMEP","@Dhintheman @garypepworth most say the war was wrong. #revisionist","polite","negative"
"152",472165793023918080,"BelindaBG","@markjlittlewood @dick_puddlecote It is not compulsory to pay it. No body has to own a TV if they don't want to.","polite","neutral"
"153",472275228656427008,"Hotdesigner","@DavidCoburnUKip @benjamincohen @RichardHilton1 you can have civil marriage. Registry offices aren't exactly religious.","polite","neutral"
"154",472278148340809728,"tomasth89","@danhannanmep @bbcradio4 Arguably he brought us to a victory from which we never recovered in 1992.","polite","neutral"
"155",472298870752694272,"RobinTilbrook","@tot_777 the House of Lords report says England subsidises  Scotland to the time of £32 billion per year","polite","neutral"
"156",472303525192822784,"catherinemep","China to send millions of polluting cars to dump - hundreds of thousands in Beijing alone! http://t.co/NS4tfDBkPv http://t.co/3TYFAi2fP2","polite","neutral"
"157",472303543219945472,"FionaRadic","@GreenJack67 I feel their fights are staged.  Sort of Punch &amp; Judy.  Used to recruit the audience to one of their parties....","polite","neutral"
"158",472309647479930880,"GawainTowler","@quarsan It's simple supply side economics","polite","neutral"
"159",472320866848878592,"emilywestley","@TomGJDArcy @AnnelieseDodds @JohnHowarth1958 @SELabour @aylesburylabour @BeallMichael thanks so much","polite","positive"
"160",472327820073795584,"RobinTilbrook","@tot_777 are you Scottish and a YES voter?","polite","neutral"
"161",472332069021188096,"DavidCoburnUKip","@benjamincohen As Sayid Javid is a Libertarian - we will have a common language","polite","neutral"
"162",472332423125282816,"GawainTowler","@willdbates @Forthespacemen @Iain_33 Wasn't thrown out, resigned in high dudgeon","polite","neutral"
"163",472333190091538432,"Golden_Gaytime","@Hotdesigner @benjamincohen @DavidCoburnUKip @RichardHilton1 CP was always, everywhere in the world, a compromise to appease the right.","polite","neutral"
"164",472342322366406656,"GreenBenali","@JoetheBaron @Janana58 @DavidCoburnUKip so in long term more people getting married will cause implosion of all marriages. Stuff &amp; nonsense","polite","negative"
"165",472342885934067712,"DavidCoburnUKip","@GrumpyDenier @Fenbeagle @lorddeben @benjamincohen @pinknews Always RT Lord Deben - He must have added 2/3% to UKIP result overall","polite","neutral"
"166",472344044434366464,"DavidCoburnUKip","@FoxywarriorTim @benjamincohen @pinknews A referendum is not a poll","polite","neutral"
"167",472347543133638656,"2oldforob","@marcuschown @GoldenHelikaon : It's a beautiful world (that's New Zealand down there) http://t.co/QpAgRbFnXb” Hey Vik, can we see you?","polite","neutral"
"168",472348811407683584,"JonCollett","@brainhaldorf thank you!","polite","positive"
"169",472401232800538624,"Lindylooz","@stealthmunchkin @miss_s_b yes indeed - my hope is that it will encourage a robust debate about the best way forward for the party.....","polite","neutral"
"170",472410344162590720,"MaisonGladys","@MayorofLondon Perfect platform for @Nigel_Farage I'd have thought - to get UKIP message over to Londoners that didn't get thru 4 #vote2014","polite","neutral"
"171",472414896811147264,"mihaisvaam","""@Nigel_Farage: A UKIP health spokesman writes about A&amp;E waiting times http://t.co/GotWIYKYSz""  don't try denying NHS charges now Ukipers.","polite","negative"
"172",472418051212967936,"JohnHowarth1958","Bunnies par for the course but the occasional birdie very welcome #betterthanworking","polite","neutral"
"173",472419958694375424,"LeaningLeft46","@JDjanogly Should @RogerHelmerMEP make clear his views on date rape and homosexuality before the Newark election?","polite","neutral"
"174",472438616724353024,"purpleline","@DavidWLincoln @bigsloane @DavidCoburnUKip @Nigel_Farage I agree with him race does not come into it,its a question of sovereignty/ identity","polite","neutral"
"175",472448134342537216,"NicholasWragg","@Nigel_Farage   good luck next week in Newark the hopes of every free thinking person are on the line over the coming months.","polite","positive"
"176",472449614067814400,"trev0272","@Casumptious @LigueDefJuifs @DavidCoburnUKip they be bit like sheep regaurds sheering them. If ya dont they get maggots in fur","polite","neutral"
"177",472459490412208128,"ShepherdBruce","@IainMcGill  I wonder if they sell that out??? #firedrill #emptystand #petriemuststay","polite","neutral"
"178",472463214211764224,"NSinclaireMEP","@MarcusStead you had more confidence in him than I did! #happytobeprovedwrong","polite","neutral"
"179",472464686634766336,"HumberGreen","@APCcustserv still waiting for my parcel.  Your delivery hours precisely correspond to most people's working hours.  You don't do Sat.  Crap","polite","neutral"
"180",472470342737604608,"IainMcGill","@TheMainstand @BarryAnderson_ rapid fire Rod Petrie, conspiracy theories &amp; David Walker?!? That's top tweeting!","polite","neutral"
"181",472486068798111744,"DerekJHilling","English &amp; Proud ! https://t.co/cJxncA5Xje http://t.co/3FlQoNOYkV","polite","neutral"
"182",472491396839247872,"NSinclaireMEP","@obsydyan they will be taken down before the deadline which is Thursday","polite","neutral"
"183",472543905662382080,"ThomasEvansUKIP","@jashbyrock @UKIP @Nigel_Farage Nolonger a UKIP member.","polite","neutral"
"184",472628984313028608,"buxtonblue","@DavidCoburnUKip @Casumptious s.n.p our leading the scots in to a federal European region ! Fight for them David","polite","neutral"
"185",472638019875635200,"SHKMEP","@ConHome @MarkFieldMP UK wl not gain access it seeks unless eu-india fta conc and UK is gateway into EU 4 India @ConMEPs @David_Cameron","polite","neutral"
"186",472642456161632256,"EnglishGoose","@Stephen_Gash @fascistCOW Only after a fair trial, then? :-)","polite","neutral"
"187",472649802032115712,"kapelstar","@DanHannanMEP perhaps you could be a bit more specific?","polite","neutral"
"188",472652464576294912,"yiquai","MALAYSIA: 15-year-old girl savagely gang-raped by 38 Muslim men http://t.co/LH3eTtGhgA @GailDines @maryhoneyball @bindelj","polite","negative"
"189",472654029169127424,"LairdSummerisle","@DanHannanMEP Not likely though is it?","polite","neutral"
"190",472659609950650368,"NSinclaireMEP","@carlb369 @BBCPolitics Actually audited accounts showed I put £25k+ pa back into my work! I don't cease bring an MEP till 30/6","polite","neutral"
"191",472662328651960320,"AWAHStevens","Labour, the Tories, Newark and The NHS  http://t.co/dCIydcg88G","polite","neutral"
"192",472673894135267328,"SimondForbes","@TheresaG_EU @NorthWestUNISON Let's hope we can ""streamline"" the number of UKIP MEPs next time, they're terribly wasteful of taxpayers money","polite","negative"
"193",472674861014589440,"qprmicky","@NorseFired @Lissaydoll @Nigel_Farage your just trying to spin something into the word voluntary that isn't there to suit your own agenda","polite","negative"
"194",472677192158416896,"KatBoettge","@FionaRadic What campaign? Campaigning for fair media coverage? Yes.","polite","neutral"
"195",472698631213318144,"becthulhu","Not as nice as @nickgriffinmep's twanger but I'm sure you try just as hard. @BatterJohnCouch http://t.co/DVbuqsBfFw","polite","negative"
"196",472724766315778048,"pdewhurst","@JaniceUKIP Also the only party fighting undemocratic wind farms http://t.co/tP4gYmJcqq http://t.co/1B8r2pp0j7","polite","neutral"
"197",472730465628327936,"vickyford","@DanHannanMEP   I'm having a close read of this over the weekend....  http://t.co/jGi585Xpby","polite","neutral"
"198",472757778566885376,"FParsonage","@brewer_lar @crispmp @LordAshcroft @Nigel_Farage You seem to have overlooked the fact that many tax havens are not British.","polite","neutral"
