"","text","Sentiment"
"cv506_15956.txt","much ballyhoo has been made over this new version of "" lolita , "" made in a time when one would think that a faithful adaptation of the infamous novel could be made , over its use of pedophilia , and as such , it's important to address it straight-forwardly , before any other ideals such as goodness and themes can be discussed , as this film has been in film limbo for a number of years , lying around in vaults san a distributor , and having critics waiting to either hail it a masterpiece or call it anticlimactic horseshit . 
when seeing this film , after all the hoopla , keeping in mind that there are people , namely me , who are fans of the novel , who have been eagerly awaiting this flick since its creation . . . well , 
you just have to wonder why no one really picked it up for distribution . 
what's even worse is that seeing this "" lolita , "" especially the first time and if you're familiar with anything "" lolita , "" is admittingly very anticlimactic . 
this is a real pity because when you really sit down to watch this film , ignoring all the crap that has preceeded it , it's really quite a film , perhaps the best film by director adrian lyne ( although , really , look at its competition : "" flashdance , "" "" fatal attraction , "" and "" indecent proposal "" ) , at least besides "" jacob's ladder . "" 
i've seen this "" lolita "" twice : the first time , i wasn't so blown away . 
it seemed overly dramatic and surprisingly unaffecting . 
the second time , not really thinking about how i've waited for what seems like forever to see it and how i'm seeing it on a tv set on a premium cable channel and not a giant movie theatre , it really affected me emotionally . 
the story itself is a surprisingly heartbreaking one , which is why it's such a good novel , and why this is such a good film . 
the story of a pedophile obsessed with a young 14-year old girl named dolores a . k . a . lolita is great because it's not trash for the perverted but because it's about human obsession with things that are out of one's reach . 
its protagonist , the comically-named humbert humbert , is not your average pedophile , but a seriously wounded human being who embodies how we are all destroyed by our sick obsessions and idosyncrasies . 
the character of lolita is almost a symbol of the forbidden apple in christian mythology , something that will destroy us but that we can't live without . 
these ideas are all worked into this film nicely , but done in a way that is not heavy-handed at all , but instead lyrical and emotionally devastating . 
the focus of this film , and the reason for making it , it seems , was to really penetrate the emotional depths of the novel and bring them to life on the screen in beautifully dramatic images , and scenes which are blatantly over-stylized . 
the tone of the book is a comical one , but it's also a tragic one , and humbert , telling the story from his perspective , blows every single thing out of perspective . 
humbert exists in a fantsy world of his obsessions and desires , and this reflects the way the entire film has been designed . 
we get a sense that perhaps it's by doing this that humbert has really trapped himself into a fate that will ultimately leave him haggard and destroyed . 
he weeps uncontrollably and never lets himself get over his original 14-year-old love , and allows himself to embody her as lolita . 
he lets his feelings for her navigate all his decisions , and by the end , he has nothing but overly-dramatic feelings for her . 
the story recognizes the extreme of this , almost out of a test , seeing if the readers will really sympathize with someone who is socially deemed a pervert , and one almost wonders while reading the book if the author , vladimir nabokov , wrote the book as a means to bring into focus his own sick obsessions , and perhaps bring them to peace . 
the weirdest thing about this film is that by the end , when humbert has reached the finale of his obsessional journey , we can easily sympathize and even identify with him . 
the opening and final images of the film are the same , and who hasn't done a similar action , that is wandering about without any sense of reality or anything else but a deep sadness in us ? 
this is the second time the novel has been adapted for the screen , the first time being filmed in - shock - 1962 , by stanley kubrick , who couldn't possibly have brought the novel to the screen with as much faithfulness as lyne has been able to do , but did the next best thing : he economized for everything and came up with a droll black comedy about obsession in general . 
in that film , he used the traps of society as benefits . 
the studio demanded the final scene , that of a heinous murder , come first in the film so to portray humbert first as a murderer and second as a pedophile . . . and 
when you see it , it gives the film depth of a man trapped by obsession . 
the censors wouldn't allow anymore than a couple glances and subtle dialogue to show the , um , relationship between humbert and lolita , so kubrick decided to play it as comedy , but still allow the tragedy to seep through . 
looking at these two versions , especially after reading the novel ( and we all know that when we've read a novel and see a film adaptation , we are bound to be angered by any size differences ) , it's really impossible to compare them . 
they both go for different things , and one has a lot more room to be as sexually frank as the novel was . 
and although it's true that several scenes are similar , and are thus up for comparison , overall it's unfair to say which one is better and which one is worse . 
i have never been one for saying the level of greatness of a film adaptation of a novel is deemed by how faithful it is , and i won't say that here . 
however , this film is pretty amazing , mostly because hey , i loved the book , and this film nearly reminded me of it . 
it doesn't have nearly as much wit ( a couple comical scenes , and even a lot of good chuckles , but just not totally witty ) , but it does have the same emotional toll that the novel had . 
some of that is in the casting of the two leads . 
jeremy irons , with his deep , soft british voice and gentle look , is an amazing humbert . 
he's droll in a very unique way , and , well , no one can look distraught the way he does . 
he brings a wonderful sympathy to the role that goes beyond pathos and really comes up as being easy to identify with the audience . 
and when he looks at lolita with love , and she looks at him with lust , you know that he's her prisoner for as long as he lives . 
and dominique swain , who plays the title character , is rather incredible . 
she pulls off the tough role even better than sue lyon did in the original , wonderfully balancing the qualities of seduction , bratiness , and self-centeredness that marks the character . 
it's easy to see why she surrenders to humbert : she loves the attention , and knows that she can have her way with him at any time . 
when he denies her something , she blackmails him effortlessly ( a scene involving a rocking chair and a little foot action is damn near classic ) , and when he stands up to her , she weeps and runs away , leaving humbert to follow her . 
there are two other minor characters in the film , one who's a road block in the beginning , and the other who's a reappearing threat to the relationship . 
the former is charlotte , lolita's mother , played by melanie griffith . 
in the book , charlotte is a monster of a woman : overbearing , constantly scolding her child , overly-religious , and ultimately selfish . 
and she's the one obstacle humbert has to overcome to obtain his goal , at least in the beginning . 
as played by shelly winters in the original , she represented all these qualities ; as played by griffith here , she's about half of them . 
it's annoying to watch a film and play a game where you try to see who could have done the role way better than the one on screen without mentioning the actor who played them first . 
and even though griffith is not really bad , persay , she's nothing more . 
the other is clare quilty , the writer who is also trying to seduce lolita , and succeeds , but at a price . 
langella takes a totally different direction than the one peter sellars took in the original . 
quilty was a comic character in the original : a threat in the form of many forms , popping in states of rambling , german , proning , and eventually drunk . 
langella takes the other route , allowing all of the creepiness to be unearthed , and the result is a character who exists in shadows and low shots , and who meets a wonderfully ironic ending , the exact opposite of what we thought of him . 
as you can see , most of these are not improvements or mistakes done on the part of lyne and his screenwriter , stephen schiff , but just parts of a whole new look at the novel , at least cinema-wise . 
this version is beautiful , and perpetually saddening . 
the camera movements are stylized , and each shot is breathtakingly rich . 
the acting is for the most part wonderful , and when we watch it , we really get a sense that for humbert , who is telling the story , the only two people on earth most of the time were humbert and lolita . 
more importantly , it takes us right up the brink of emotion , then jumps right over it . 
by the end , with humbert sadly driving recklessly in his car , following what he says is the only part of his life he doesn't regret , we feel that we all lose to something we can never have . ","pos"
"cv500_10251.txt","losing a job is not an all too uncommon thing . 
reacting to such a personal setback by taking a group of small children hostage is a bit more rare . 
while we all might feel the desire to blow someone's head off with a shotgun when they don't seem to grasp our point of view , actually threatening them with one is usually something we avoid . 
this isn't the case with sam baily - john travolta's slightly askew average-joe persona in mad city . 
 "" i don't think people listen to guys like me , "" sam laments during an exclusive interview from behind the walls of a museum . 
just a few days ago , sam was a guard at this same museum , but when cutbacks led to the elimination of his security position , sam's apprehension resulted in a brash decision . 
in an effort to get his ex-boss , museum director mrs . banks ( blythe danner ) , to "" just listen "" , he barges into the museum one day equipped with a fully loaded shotgun , taking the uncooperative banks and a group of school children hostage . 
sam's overall concern is valid enough - if he loses his job , his paycheck , his benefits , etc . , his wife and two children won't be provided for . 
he's not a lunatic or a hot-tempered madman , he's somewhat like a child - panicky , compulsive , and running on emotion - and his naive intentions aren't helped any by the fact that banks wasn't overly compassionate with the let go . 
overall , he's just like you and me - except that he has the capacity to view the line we'd deem "" far enough "" as the starting mark of some crazy race . 
meanwhile , television reporter max brackett ( dustin hoffman ) is also on the scene . 
covering a "" fluff "" story for the evening news concerning the museum cutbacks , max suddenly finds himself in the middle of the biggest-breaking news story he ever could've hoped for . 
having been demoted from network newsman to smalltime affiliate reporting , max is anxious to turn this into his , and only his , story . 
max immediately bonds with sam . 
max even coaches sam thru hostage negotiations and writes scripts for him to use with the police over the phone . 
at first , max's intentions don't stretch beyond high ratings and a good boost to the ole pride factor , but as he gets to know sam more personally , he begins to sympathize and even become somewhat of an advocate for him . 
the media , however , is creating a frenzy that leaves the fickle public shifting gears as often as a diesel truck moving downhill . 
the accidental shooting of ex-co- worker cliff ( bill nunn ) , a black security guard , becomes one of the main factors in the controversy over sam's honest ambitions . 
also involved in this film are robert prosky as lou potts , head of the news department of the station max falls directly under , and alan alda as the nationally famed reporter kevin hollander , who uses his network power to try and outshine max . 
alda and prosky both turn in fine performances that fit like gloves on their acting abilities . 
then there is mia kirshner , who plays the young tv station intern laurie . 
she falls under max's wings only to become a student taught too well in the way of sensationalistic reporting . 
kirshner's credits are relatively small for now , including roles in films like exotica and the forgettable sequel to the crow . 
still , kirshner's character transformation shows that she has shining ability to play both good girl and kinda-bitchy-in-a-reserved-way roles . 
i wouldn't mind seeing her in some more prevalent parts , where perhaps her talent will be able to blossom more fully onscreen . 
while the viewpoint of the media as a greedy , self-righteous monster has indeed been tackled before , mad city provides a solid two hours of enjoyability . 
hoffman and travolta are both excellent actors , and seeing them together is a real treat . 
they both do a great job at smoothly and naturally becoming their characters , and they provide enough chemistry for us to genuinely care for both . 
there is quite a bit of humor in this film , and without it , it could've fallen into a drab , cliched social statement more likely to garner sleep from the audience than applause . 
this isn't a flick that will grip at both your funny bone and your heart , but it will lightly touch both , making for a recommendable movie . 
if for nothing more than the opportunity to watch both hoffman and travolta at the same time , i urge you to check this one out . ","pos"
"cv479_5450.txt","i have a great idea for a movie , one that can't miss . 
see , i've got coolio to do a song for the soundtrack , and about fifty athletes and celebrities to do cameo appearances . 
it's about professional basketball , so i'll release it right around the nba finals to guarantee added publicity . 
as for what the movie is actually about . . . well , that will all sort itself out eventually . 
i figure it will be a comedy , so i'll throw a half-dozen writers at it and take the best of whatever they come up with . 
maybe we'll put a gender spin on it , see if we can get some women out to see it , too . 
eddie is one of those phenomenally lazy films that infuriates me more than any other kind . 
twister , as inane as the script might have been , at least required some creative technicians ; mission : impossible , overwrought plot and all , at least involved genuine effort . 
eddie just sits there , hawking up a formula story without any laughs , and makes every possible bad decision when a decision is required . 
whoopi goldberg plays eddie franklin , a new york limo driver and die-hard knicks fan who is suffering through a dismal season for her beloved team . 
coach john bailey ( dennis farina ) has lost control of his overpaid prima donnas , and the losses are beginning to mount . 
the dwindling attendance inspires new team owner wild bill burgess ( frank langella ) to try a publicity stunt in which a lucky fan will get to be an honorary coach of the team . 
the winner ( surprise , surprise ) is eddie , who becomes a fan favorite , and eventually the actual coach . 
the knicks continue to lose , but eddie has some sassy tricks up her sleeve to inspire her troops . 
incidentally , the knicks eventually start winning . 
please raise your hand if that comes as a shock , and i will invite you to my all-night marathon of the bad news bears , major league , angels in the outfield , the mighty ducks , the big green , cool runnings and little giants . 
awful teams in sports comedies make miraculous turnarounds ; it's what they do . 
those teams usually involve kids , for a very sound comedic reason : it's funnier when they screw up , and they're more sympathetic . 
those which _don't_ involve kids usually have actual actors in the lead roles , for another very sound comedic reason : they generally have developed some sort of comic timing . 
eddie was cast under the misguided premise that it's easier to make basketball players look like actors than it is to make actors look like basketball players . 
this finds nba players like greg ostertag , dwayne schintzius , rick fox and malik sealy delivering punch lines as though they were reading them for the first time off a bazooka wrapper ( though sacramento kings center olden polynice has a nice moment describing a black hole to fellow players ) . 
perhaps that all didn't matter to anyone because there are so few punch lines , and because the whole film is one big casting gimmick . 
steve rash directs the spiritless script as though waving a flag of surrender and screaming , "" don't blame me , i just work here . "" 
perhaps it was patently obvious to him that eddie isn't a movie  -  it's a cameo appearance that trips over a plot every once in a while . 
among the notables who lend their faces to this travesty are donald trump , new york mayor rudolph giulianni , former new york mayor ed koch , david letterman , letterman regulars mujibur rahman and sirajul islam , espn broadcaster chris berman and knicks announcer marv albert , as well as dozens of nba players and several nba arenas . 
and those are the real jokes in eddie . 
nothing these individuals say or do is funny ; you are supposed to be laughing simply because you notice , "" hey , it's donald trump ! "" 
or "" hey , it's mujibur and sirajul ! "" 
it's difficult to decide whether eddie is so bad because it was so shamelessly lacking in imagination or because it can't even get the cliches in a cliche-ridden genre script right . 
the knicks coach who is eddie's antagonist early in the film reappears at the end , but he isn't given a chance to be the villain eddie desperately needs . 
neither is frank langella , and none of the athlete-actors have the ability to give whoopi goldberg anything to play off of . 
that leaves her to do her street-wise miss thang routine , but with no character , no sharp lines and no help . 
eddie isn't just a bad movie with a formulaic premise . 
it's a movie that makes you feel cheated and offended , because someone came up with a poster and a marketing plan to which they had to attach an actual movie , and you had the nerve to believe it was going to be a comedy . ","neg"
"cv734_21568.txt","i remember making a pact , right after `patch adams' , to not be easily be suckered by movies dripping with sentimentality . 
but darn it , `music of the heart' is just layered with feel-good material and bright characterizations . 
it's hard to dislike a movie that uses such skill with it's manipulation . 
in addition , it's also a terrific family film . 
this is the true story of violin teacher roberta guaspari , who fought the school board to keep the musical program active in a handful of inner city harlem schools . 
it could also be described as `mrs . 
streep's opus' . 
yes , meryl streep brings her dramatic clout to the demanding role of guaspari , and that brings both good news and bad . 
out of the gate , possibly because of her distracting star power and the rushed writing , it is relatively difficult to identify with roberta's character and grasp her academic point-of-view . 
she is very strict with her students , but what insight does that create into the story ? 
slowly but surely , we begin to recognize the intentions of the character , and show admiration for the thoughtfulness and human feeling that streep has once again applied . 
one thoroughly interesting fact about `music of the heart' lies with the unlikely presence in the director's chair : horror veteran wes craven . 
after leaving an impression with the `scream' films and the original `nightmare on elm street' , craven has attempted a precarious cross-over to drama . 
at first , his inexperience with the genre is fairly obvious , but as the film progresses craven finds a surprisingly comfortable niche with directing this material . 
it doesn't carry the heart-warming courage of `mr . 
holland's opus' , but `music of the heart' is casually assured and filled with little morsels of dramatic truth . 
the tag team of streep and craven works better than you would anticipate . 
yes , oscar could come calling once again for meryl streep , but it's the solid ensemble cast that makes `music of the heart' work . 
angela bassett displays her usual forceful stamina as janet williams , the principal at an inner city school who initially doesn't hire roberta because of her lack of experience . 
blue-eyed adian quinn is endearing , as always , playing a new love interest . 
gloria estefan also delivers in the tiny role of a supportive second-grade teacher , and the three lead actresses together produce a flaming fireball of estrogenic force . 
it's like a schoolteacher's version of `thelma and louise' , in a restrained but effective manner . 
the movie tackles more issues than just guaspari's teaching of violin . 
there's some powerful moments between roberta and her two sons , who must cope when their father leaves them for another woman . 
in it's dramatic build-up , the movie manages to produce some authentic moments of feeling and warmth . 
it's a good movie for anyone to see , although missing out on the experience would not be a life-altering decision . 
it's commendable of wes craven to be attempting such a difficult cross-over , and also for achieving his intricate goal . 
watching this heartfelt chick flick about morals and musical instruments , who may ask yourself : this is the guy who directed `scream' ? 
of course , when the third installment of that series comes around in february 2000 ( with craven directing ) , you may find yourself wondering : this is the guy who directed `music of the heart' ? 
mission accomplished , wes . 
thankfully , there is no layer of artificial sentiment covering the film . 
in it's entirety , it's a wholesome and agreeable movie for the whole family , despite the periodic flaws that surface every once in awhile . 
the child actors are cute and perform up to par , even if some of their problems are clich ? d and predictable in the extreme . 
the mother who doesn't want her son to be learning `white man's music' , the unexpected casuality . . . 
basically everything is there . 
it doesn't strike the perfect chord , but `music of the heart' is highly convincing . 
the uplifting true story of roberta guaspari could have been told better , but `music of the heart' is still edifying enough to properly divulge her morals . ","pos"
"cv066_11668.txt","mr . nice guy is the latest jackie chan film , so you should know what to expect . 
a weak plot , terrible dialogue , very little acting ability , but some jaw-dropping action sequences that nearly make the rest of it worthwhile . 
however , mr . nice guy lacks the sparkle of jackie's best efforts , and its weaknesses are more glaring than ever . 
jackie chan plays , who else , jackie . 
this time out , he's a famous chef who hosts an australian cooking show . 
not that it ever makes a difference in the plot . 
there are only two scenes of him cooking . 
for the rest of the film , somehow he mutates into jackie chan , supercop . 
it never does explain why his character has such superb martial arts skills . . . perhaps he was in the same cooking class as steven seagal in under siege ? 
a tv newswoman , diana ( gabrielle fitzpatrick ) , covertly tapes a drug deal involving kingpin giancarlo ( richard norton ) and a local gang of toughs , the demons . 
although she only has one camcorder , somehow the result is full of close-ups and multiple angles . . . hmmm , 
shades of broadcast news ? ? ? 
anyway , the goons discover diana , and will do anything to recover the tape . 
here lies another crucial flaw in the story : doesn't anyone realize you can copy a tape ? 
oh well , no one ever said jackie chan movies had to make sense . 
as luck would have it , diana runs across jackie , and , wouldn't you know it , jackie accidentally ends up with the tape . 
this leads to countless chase and/or fight scenes which look like they could have been lifted from rumble in the bronx or nearly any other jackie chan movie . 
in a move apparently designed to woo american ( and other english-speaking ) audiences , the film uses english as its primary language . 
however , that doesn't mean an end to the atrocious dubbing that has afflicted jackie's recent americanized releases . 
strangely , many of the characters speaking english are overdubbed with english , and poorly too . 
whether this is just a very bad case of looping , an effort to minimize accents , or a simple case of nostalgia , it does achieve the same level of distraction present in all of jackie's dubbed films . 
the plot in mr . nice guy is negligible , merely an excuse to have jackie on the run from various goons . 
but even though plots have always been second to the action in jackie's films , it seems odd that the filmmakers have stuck us with this tired retread . 
look , if you have jackie chan playing a chef , why not use that to your advantage ? 
watching jackie doing his stuff in a kitchen , beating the bad guys with foodstuffs sounds like the perfect setup for innumerable comic stunts . 
the action is a mixed bag here . 
there's really only one no holds barred fight scenes that have become the trademark of jackie's films . 
it takes place in the arbitrary location of a construction site , apparently for the sole reason that there are lots of nifty things lying around that can be useful ala jackie chan . 
the action in the film is neither jackie's best nor worst , but you long for some more inspiration in the scenes . 
the film's gratuitous use of slow motion is distracting . 
once or twice , it may be useful to highlight a spectacular stunt sequence . 
but to slo-mo jackie running ? 
either this is a nod to the six-million dollar man , or a pathetic attempt to disguise the fact that jackie may be slowing down . 
if you've seen all of jackie's films and are in need of another fix , go ahead and see mr . nice guy . 
however , if you're just in the mood for some good action , you'd be better off hitting the video store for some of his better work , such as supercop . ","neg"
"cv686_13900.txt"," "" the fighting sullivans "" contains a major plot development in the last ten minutes that every movie guide has seen fit to give away . 
there was no dramatic tension for me while watching the film , as i knew exactly what was going to happen . 
and that's the worst thing that can happen before viewing a movie . 
because of this , i will tread lightly so i don't ruin it for anyone reading this review , and it would be very advisable to avoid all other material regarding this film until after you have seen it . 
 "" the fighting sullivans "" revolves around a family that consists of a mother , father , sister , and five brothers . 
the brothers are very close , despite the occasional disagreement . 
they are inseperable , and never stray from one another . 
their friendship and loyalty is the foundation of this picture . 
the first half of the movie follows the brothers as young children , and their various adventures . 
when four of them get into a fight with some local boys , the youngest sullivan , who is inside a church at the time , comes running out to assist , but not before properly exiting the chapel . 
if i'm being awfully vague about details , it's because what i have told you is essentially the first hour and a half . 
all i can say is go watch this film , because it is a fine portrait of a family that sticks together , through the good and the bad . 
and after you see the movie , you will understand why this review has been written the way it has . ","pos"
"cv013_10159.txt","synopsis : in this movie , steven spielberg , one of today's finest directors , attempts to spice up the 1800s story of a long courtroom battle over the fate of prisoner cinque ( djimon hounsou ) - - a young angry man from sierra leone who was kidnapped into slavery - - and his fellow prisoners . 
cinque and friends have landed a ship on the shores of america after escaping spanish slave traders , but since the americans don't speak cinque's language , the black men are hauled into court to determine whether or not they are legally slaves . 
technically , since the international slave trade was outlawed at that time , people like cinque couldn't be kidnapped into slavery ; one had to be born a slave to be legally considered a slave . 
lawyers baldwin and adams ( matthew mcconaughey and anthony hopkins ) must prove cinque and the others were captured into slavery , rather than born slaves , in order to get them out of prison as free men . 
three lengthy court cases are portrayed with spielberg's trademark panache - - flashy beginning , lots of facial close-ups , big music , and dramatic imagery . 
a final speech by adams is followed by an anticlimax where subtitles show what eventually happened to the various characters . 
opinion : making a fictional movie is easier than making one about real life . 
in fiction , one invents purposeful , clear-cut good guys and bad guys , puts the fictional characters in conflict , and takes the tale to its exciting conclusion . 
real life , however , consists of long stretches of boredom with a few dramatic moments and characters who stand around , think thoughts and do nothing , or come and go before events are resolved . 
spielberg gives us a visually spicy and historically accurate real life story . 
djimon hounsou and anthony hopkins turn in excellent performances . ","pos"
"cv870_16348.txt","originally entitled dancing about architecture ( i . e . 
 "" talking about love is like dancing about architecture "" ) , but changed because it sounded too much like the recent box-office dud dancing at lughnasa , this film slaps together a stunning cast of hollywood names , playing interesting and well-written characters , within a vignettes-styled plot arrangement a la robert altman . 
plot : follow the lives of several couples falling in and out of love , finding themselves , regaining a clearer understanding of the people that they are , and who they want , and appreciating the fine emotional art of love . 
critique : charmingly effective romantic drama , this film offers insight into various types of relationships , presents us with interesting characters and excellent performances from the cast , and scratches beneath the surface of love and its many complex subtleties . 
how do people fall in love ? 
why do people fall out of love ? 
how do people fall back into love , once they've been hurt and left to join the lonely hearts club ? 
all of these questions and more , are touched upon in this film , within several types of variant relationships . 
meet a hip , young couple going through their first date . 
a divorcee attempting to date again after her many failed relationships . 
a married woman "" finding herself "" while cheating on her husband . 
a husband letting go of his inhibitions . 
an older couple dealing with a past "" love "" of the man , a secret recently uncovered . 
a son dying from aids , joined by his mother at the hospital . 
there are many nuances to this picture , and many ideas and quotes to which we could all relate , but more importantly , there is diversity . 
diversity of relationships helped me and my gang of friends enjoy this film on many levels . 
some related to the younger couples' issues . 
others with the married . 
there's a little bit of everything for everyone in here . 
and i would bet dollars to donuts that if i were to watch this film again in a year , i would relate myself to yet another predicament . 
just like love itself , this movie is distinct and appreciated by all on many different levels . 
the actors in this film are all also very , very good . 
sean connery is solid as the older man with some issues to resolve , as is gena rowlands , as the aging wife with trepidations . 
jolie comes out of this film a star with a great performance , while philippe is as pretty-boy as ever . 
anderson leaves scully far behind with her wonderful portrayal of a damaged woman trying to re-ignite her love life , opposite a surprisingly admirable performance by former talk-show host , jon stewart . 
even dennis quaid manages to step outside of his overacting shoes in this film , and offers a convincing show of a man lost within his own imagination . 
the only piece of this puzzle which left me somewhat detached , was the part surrounding jay mohr , the man dying from aids , and his mother , ellen burstyn . 
the actors were fine , but somehow , the piece seemed out of place within the realm of everything else . 
the ending of this film was also a little too saccharine for me , but i guess that's just hollywood . 
this film is actually a lot like your friends and neigbors ( 5 . 5/10 ) and happiness ( 4 . 5/10 ) in concept and style , but its complete anthesis in regards to character relatibility and likeness . 
the characters in those films were too unique and inhuman for anyone to care , as opposed to this film , which offers rich and believable characters , living real lives and talking about real issues in today's relationships . 
all in all , this movie offers many interesting characters , talking and living genuine and engaging love lives , wonderful performances by its solid cast , too sweet of an ending , but an enjoyable and rewatchable movie nonetheless . 
little known facts about this film and its stars : according to a story in the london sunday mirror , sean connery asked for only $60 , 000 for his role in this movie , as compared to his usual fee of $14 million , because he liked the script so much . 
on top of that , he convinced his co-stars ( including gena rowlands , gillian anderson , ellen burstyn , et al . ) to do the same . 
this is director/writer willard carroll second real foray into the world of "" adult films "" . 
before this , he had written and produced many children's movies . 
gillian anderson stands 5'2 . 
angelina jolie's full name is angelina jolie voight . 
she is actor jon voight's daughter . 
she has trained and performed at the lee strasberg theatre institute . 
she divorced actor jonny lee miller of trainspotting ( 8 . 5/10 ) 
fame in 1997 . 
they were married in 1995 . 
actor ryan phillippe's full name is matthew ryan phillippe . 
he stands 5'9 , and spent his childhood in new castle , delaware . 
his acting career started on tv's "" one life to live "" . 
he portrayed daytime television's first gay teenager . 
jon stewart's full name is jonathan stewart leibowitz . 
this film was originally entitled if they only knew and dancing about architecture . 
watch for movie posters from swingers ( 8 . 5/10 ) , 
chasing amy ( 7/10 ) and the texas chainsaw massacre ( 8/10 ) at the movie theatre where the characters of joan and keenan go on their first date . ","pos"
"cv108_15571.txt","it's rather strange too have two computer animated talking ant movies come out in a single year , but that is what disney and pixar animation ; s latest film represents . 
while a bugs life isn't nearly as deep as it's predecessor , dreamwork's antz , it is just as funny . 
a bug's life centers , appropriately , around the life of an ant , named flik . 
flik , cutely voiced by newsradio's david foley , hates sticking too tradition and attempts too find new ways of harvesting food and other task . 
when one of his inventions causes the offering too be completely lost , the leaders of the colony send him out on a mission too get him out of the way . 
the offering is food that a vile group of grasshoppers force the ants too harvest for them . 
the leader of the grasshoppers is hopper , who is fiendishly voiced by oscar winner kevin spacey . 
when the offering is lost hopper is very upset and he vows to return shortly too retrieve double the amount of food . 
when the leaders of the ant colony send flik out on his mission , they never dream he will be successful , they just hope they can get him out of the way so they can harvest the extra food . 
flik's mission is too hire some warrior bugs too fight off the grasshoppers when they return . 
instead flik accidentally hires circus performing bugs , who he mistakenly assumes are warriors . 
when he returns with the `warriors' , the town is ecstatic until they find out the truth about their heroes . 
a bug's life has animation that is simply stunning . 
the sheer uniqueness of the day to day bug life is very imaginative . 
together with the great voice acting , this film is the perfect holiday family film . 
its main weakness is that it couldn't beat antz to the theaters , making it seem like stale material . ","pos"
"cv164_23451.txt","ever watch a very young child try and tell a joke that is beyond his , or her , sophistication ? 
it's full of stops and starts and usually , the punch line is ruined . 
i felt the same way watching drowning mona . 
skip a stone across water and you approximate the depth of this attempt at an ensemble comedy . 
there are some slightly successful attempts at humor , but they only serve as window dressing . 
there is a running gag about the town , verplanck , n . y . , being a test town for the then new yugo . 
everyone drives a yugo , differentiating their cars with personalized license plates . 
even the police chief drives one . 
there is a certain sublimeness to the image of a lights and siren decked out yugo skittering its way through the town streets . 
there also is a running gag about one of the characters , jeff , missing a hand and how it occurred . 
it pokes gentle fun at the notion of urban legends . 
it turns out the truth is more horrifying than any legend . 
there are some sight gags that pop up as well , such as mona's tombstone , which reads "" demoted "" , instead of devoted . 
still , the core of the story maintains the flatness of a still pond . 
the lynchpin of the film falls on the redundant and sporadic scenes involving mona ( midler ) . 
each scene with her is the same : scream at someone , hit someone , then scream some more . 
there's no uniqueness or modulation to her or explanation for her meanness . 
anyone off the street could have played the role , such as it is . 
the other characters are walking cardboard cutouts . 
each one is defined by one trait and no further attempt is made at deeper characterization . 
there is a burly , female car mechanic , so of course , there is a forced lesbianism gag . 
mona's son , jeff ( marcus thomas ) is a simpleton , hence you can predict his dialogue before it even plods its way from his mouth . 
chief of police rash ( devito ) likes broadway musicals and loves his daughter . 
there's nothing more to him . 
elle , the chief's daughter ( campbell ) , is bland personified , a dutiful girl with no higher aspiration than to have a child and be married . 
mona's husband phil ( fichtner ) jeckle and hydes from shirking coward to reptilian letch . 
bob ( affleck ) , elle's betrothed , and business partner to jeff , is a mumbling , obvious dullard . 
there is no contrast to any of the characters . 
by having at least one character with some wit , or wits , to serve as counterpoint to the others , perhaps steinfeld's attempt at satirizing a small town infested with ambitionless people might have come off better . 
ostensibly a murder mystery , drowning mona gives you almost all the clues immediately , then lets you sit back and feel superior as you watch the cast of paper people fumble their way to finding the killer , who could be anyone due to mona's loving manner with everyone on town . 
even that aspect of the film fails , throwing in a convenient , ridiculous and unsatisfying wrap to things . 
it's been a while since i walked away from a movie theater in an angry mood . 
what makes it all the more remarkable is that i rarely remember a comedy making me so angry for wasting my time at it's ineptitude . ","neg"
