X;Dominik;greta;text
11;0;0;187 Rite Aids show  CovidVaccine slots in CA  Azusa Bellflower Canyon Country Downey Fresno Hollywood Lakewood Long Beach Los Angeles Lynwood Pacoima Paramount San Fernando San Pedro Santa Clarita Southgate Sunland Sylmar Temecula West Hollywood Wilmington
12;0;0;63 Safeways show  CovidVaccine slots in CA  1520 Brundage Lane  Bakersfield 18579 Brookhurst St   Fountain Valley 2555 Harris Street  Eureka 2720 41st Avenue  Soquel 2980 E Capitol Expwy  San Jose 475 M Street  Crescent City 927 S  China Lake Blvd   Ridgecrest
13;0;0;84 CVS locations show  CovidVaccine slots in CA  Adelanto Angels Camp Arcadia Arleta Arroyo Grande Atwater Auburn Azusa Bakersfield Bell Brentwood Buellton Carson City Of Industry Clovis Coachella Compton Corona Dixon Downey Eureka Fontana Fresno Gridley Hanford
14;0;0;413 Rite Aids show  CovidVaccine slots in CA  Anaheim Bell Gardens Buena Park Culver City Cypress Downey El Segundo Fresno Hollywood La Habra Los Angeles Lynwood Roseville Santa Monica Santa Rosa Southgate Temecula Torrance West Hollywood Whittier
15;0;0;2 CVS locations show  CovidVaccine slots in MD  Dunkirk Ocean City
16;0;0;2 Safeways show  CovidVaccine slots in MD  15411 New Hampshire Avenue  Silver Spring 9645 Belair Road  Perry Hall
17;0;0;6 Safeways show  CovidVaccine slots in MD  11201 Georgia Avenue  Wheaton 1451 S  Ritchie Hwy  Arnold 15916 Crain Hwy Se Dr  Brandywine 2401 N  Charles Street  Baltimore 2644 Chapel Lake Drive  Gambrills 990 East Swann Creek Road  Fort Washington
18;0;0;7 Safeways show  CovidVaccine slots in MD  10335 Reisterstown Road  Owings Mills 19718 Germantown Road  Germantown 2401 N  Charles Street  Baltimore 403 Redland Blvd  Rockville 80 W  Dares Beach Road  Prince Frederick 909 Thayer Ave  Silver Spring
19;0;0;5 CVS locations show  CovidVaccine slots in MD  Easton Elkton Havre De Grace Ocean City White Plains
20;0;0;3 Safeways show  CovidVaccine slots in VA  12 W  Washington Street  Middleburg 30 Pidgeon Hill  Sterling 3713 Lee Highway  Arlington
21;0;0;21 CVS locations show  CovidVaccine slots in VA  Abingdon Blacksburg Chatham Chesapeake Clarksville Danville Dublin Farmville Hampton Lynchburg Martinsville Newport News Norfolk Petersburg Portsmouth Roanoke Rocky Mount South Boston Suffolk Windsor Woodstock
22;0;0;15 CVS locations show  CovidVaccine slots in GA  Acworth Albany Atlanta Augusta Columbus Dalton Decatur East Point Gainesville Jonesboro Riverdale Sandersville Savannah Stockbridge Union City
23;0;1;If you need help registering online for your  COVIDVaccine  we have information on our website that may be useful         You can also call us on 1850241850 
24;0;0;Remdesivir is being sold in the black market for some Rs 20 000 per injection         Covid19  MadhyaPradesh  Bhopal  CovidVaccine  CovidPositive  AntiViralDrug  Remdesivir  VaccineHeist  CaseRegistered  TopNews  Trending  TrueScoopNews
25;0;0;For real though               YQG  CoronaVirus  Covid19ON  COVID19Ontario  CovidVaccine  CovidIdiots 
26;0;0;Join us as we choose healing over hurt  and Christ over COVID  Learn more and sign up here     TwelfthBaptistChurch  TBCBoston   BostonMedicalCenter  BMCProud  vaccineequity  covidvaccine  covidvax  roxbury
27;0;0;Winning elections seems to be more imp than citizens lives  two quick examples   FarmersProtest  covidvaccine   
28;0;0;Ok   sore arm  headache   my only side effects  I drank some soda with caffeine to help with my head and I am going back to sleep  There s a nice rumbly thunderstorm to lull me back to slumberland   Pfizer  CovidVaccine
29;0;0;China to start Phase III trails of mRNA COVID 19 vaccine in May  COVIDVaccine  COVIDvaccinnation  Vaccination  mRNA  
30;1;1;Just had my second dose of the vaccine    gutted I didn't get a sticker   CovidVaccine  SecondDose  FullyVaccinated  WheresMySticker
31;0;0;About 5 Lakh  CovidVaccine doses have been arrived at Vijayawada  AP from Pune     IndiaFightsCorona 
32;0;0;I like those odds   covidvaccine  
33;0;0;    Mask for Glasses Wearers    Covid 19  UKGiftAM  UKGiftHour  lockdowns   COVID 19  Sales  Corona  coronavirus  vaccination  giftideas  SaturdayMorning  gift  giveaway  royal  vaccine  GBNews  VaccinePassports  lockdowns  design  CovidVaccine  
34;0;0;    Mask for Glasses Wearers    Covid 19  UKGiftAM  UKGiftHour  lockdowns   COVID 19  Sales  Corona  coronavirus  vaccination  giftideas  FridayThoughts  gift  giveaway  royal  fridaymorning  VaccinePassports  lockdowns  design  CovidVaccine 
35;0;0;     Mask for Glasses Wearers    Covid 19  UKGiftAM  UKGiftHour  lockdowns   COVID 19  Sales  Corona  coronavirus  vaccination  giftideas  ThursdayMotivation  giveaway  CovidVaccine  designs  thursdayvibes  VaccinePassports  lockdowns  design  
36;0;0;     Mask for Glasses Wearers    Covid 19  UKGiftAM  UKGiftHour  lockdowns   COVID 19  Sales  Corona  coronavirus  vaccination  thursdaymorning  ThursdayMotivation  giveaway  CovidVaccine  designs  thursdayvibes  VaccinePassports  lockdowns   
37;0;0; CovidVaccine    Human rights enjoy a superior moral and legal claim over the IPRs   says   
38;0;0;During  Ramadan  some vaccination sites may have extended opening hours and flexible booking  You can ask about this when invited for the vaccine   If you re unsure about taking  CovidVaccine during this holy month  read guidance from    
39;1;1; Yes  we need more vaccines  But we also need to use every vaccine we have  and we're not doing that  No one is saying this is easy  but it is vital  Lives are depending on it   onpoli  COVIDVaccine
40;1;1;If you know someone over 45  who is yet to have their  CovidVaccine  let them know they can book their appointment now       Visit the below link and put in your details  or     Dial 119 and speak to the team   
41;0;0;So the  covid19ireland  plan has changed again Has anyone else got the feeling  mehole  leoTheShitStir  Donnelly haven't a clue what they are at  Who/what will they blame now   CovidVaccine   can we have the pros  NPHET back PLEASE they are the only ones who got us to  ZeroCovid
42;1;1;The science is clear   vaccines save lives    Join the millions of people across  London and the UK in getting the  COVIDVaccine when it s offered to you  See our website for the latest info on the  SouthEastLondon vaccine programme    SELondon  LDN 
43;0;0; How am I going to go to the hospital  Will there be any problem  And most importantly  I need to get the 'movement pass'    these were the issues that kept bugging me    CovidVaccine 
44;0;0;Notes for parents   COVID19  parenting  health   CovidVaccine  safety 
45;0;0;Facebook's most popular post about the J   J COVID vaccine was posted by a conspiracy theorist     Facebook  JandJCovidVaccine  CovidVaccine  CoronaVaccine  SaturdayVibes 
46;0;0;And this is the real problem now    Whatever the cause  the real concern is the effect of increased vaccine hesitancy on the wider vaccination programme    And we really don t want that    COVID19  CovidVaccine
47;1;1;Everyone still wearing masks  and/or staying home after being  vaccinated are   antivaxxers   There is no excuse    COVID19  CovidVaccine
48;0;0;COVID Vaccination clinic about to go down        CovidVaccine  generalpractice 
49;0;0;In the view of the rising cases of  COVID19  we are closing the club from 18 April 2021 until further notification  Regret for the inconvenience    Coronavirus   COVID19ON  Covidcases   COVID19Vaccination  COVIDVaccine  lotusfitness  gymcenter  fitnessclub  lotussportsandfitness 
50;0;0;Centre clears Mumbai's  HaffkineInstitute to make Covaxin   Covid19   COVID19Vaccination  COVID19Vaccines  COVIDVaccine  Coronavirus  NovelCoronavirus   Covidvax  COVAXIN  COVISHIELD 
51;0;0; AstraZeneca 's drug  Tagrisso approved in  China in early lung  cancer  COVID19Vaccination  COVID19Vaccines  COVIDVaccine  Coronavirus  NovelCoronavirus   Covidvax  COVAXIN  COVISHIELD 
52;0;0;Odisha CM asks PM Modi for adequate supply of COVID 19 Vaccine   LatestNews  Odisha  CovidVaccine  
53;0;0;The COVID vaccine aims to kill half of the population  Please  don't get it  Save yourself and your loved ones   antivax  AntiVaccine  CovidVaccine 
54;1;1;India is maintaining its fast pace in the world's  LargestVaccineDrive   Help the country further strengthen its fights against  COVID19 by registering for the  COVIDVaccine through       IndiaFightsCorona  Unite2FightCorona 
55;0;0;Am I they only person who thinks the vaccines are like the new  hogwarts houses    Pfizer house   vaccine  COVID19  CovidVaccine  moderna  AstraZeneca  JohnsonandJohnson  HarryPotter  House 
56;1;1;only 1/4 of Albertans are vaccinated   First dose  People book your appointment as soon as you can    CovidVaccine  AstraZenaca  summeriscoming
57;0;0;So now we know why the shortages have started looks like Pfizer   Moderna are playing the bad game here  USA as always wants to maintain supremacy anyhow  Utterly shameful   CovidVaccine  COVID19ON 
58;0;0;Doug Ford  TrudeauVaccineFailure  TrudeauCorruption  TrudeauVaccineFail   TrudeauMustGo   TrudeauWorstPMEver   WEScandal  CovidVaccine   COVID19ON   FordVaccineFailure   ontariolockdown   covidontario  Budget2021  CarbonTax    
59;0;0;Chatted w/  re global impact of J J  CovidVaccine US pause  3 24 7 19   If communicated well  could build confidence in rigorous safety surveillance and regulatory oversight  If done poorly  will increase hesitancy globally    
60;0;0; I would love to know what evidence this government has that the vaccine doesn't and will not affect a new born baby initially or later on down the line  With the vaccine being as new as it is I can only assume non  non at all  vaccine  CovidVaccine  COVID19Vaccine  CoronaVaccine
61;0;0;The Math Doesn t Work  covidvaccine  needlephobia  fearofneedles  herdimmunity   herdimmunity  needlephobia  covidvaccine
62;0;0;The CDC and FDA are reviewing data involving 6 reported U S  cases of a rare and severe type of blood clot in individuals after receiving the J J vaccine  Read this   30Seconds  covidvaccine  covid19  pandemic  covid19vaccine 
63;0;1;My grandma and my dad were scheduled to have their first dose of  CovidVaccine in Italy and they both knew before the app which one they were getting  Is this the same in the UK or is it a surprise until  vaccineday   COVID19  CovidUK  vaccinationuk
64;0;0;The B 1 617 variant  which has two mutations  emerged at the end of last year and cases have been reported in other countries across Asia and North America     CovidVaccine  COVID19  
65;0;1;I got my first jab of Moderna today           COVIDVaccine  modernavaccine
66;0;0;Everything canceled  COVID19  lockdown  CovidVaccine  COVID19ON  Canada
67;1;1;Just got notification of my  CovidVaccine schedule for our  homebound older adult patients at       Let s do this                 
68;0;0;Upstate ny grocery store preparing to start vaccine passport   are u f    ing kidding me  Ignorant assholes  Wait till all the latent side effects of these untested vaccines start revealing   gonna be a disaster  CovidVaccine
69;1;1;Look at this awesome Vaccine badge  Can't wait to be fully vaccinated     CovidVaccine  COVID 19  vaccinated  VaccinePassport  vaccine  VaccinesSaveLives
70;0;0;No covid 19 masks on Big Brother    These shows are like shows of my life  but highly exaggerated and much more fun  with less work   COVIDEmergency   COVID19   CovidVaccine 
71;1;1;  Just reviewed Pfizer's Annual Report  In it is a description of its  Five Point Plan  to combat Covid 19 which resulted in its vaccine  NO MENTION OF  OPERATION WARP SPEED  which I'm sure WAS NOT AN OVERSIGHT  THANK YOU PFIZER   CovidVaccine
72;1;1;Book NOW  OVER 40yrs   in  AMBLE area  Please RING TODAY   book appointment for your  CovidVaccine 1st dose  Clinics 27th   28th April   Don't delay Book TODAY 01665 710481 01670 760229  CoquetMedicalGroup      
73;1;1;Under the amazing leadership of my partner and Community Engagement Chair     MayoClinicAZ kicked off a community  CovidVaccine event today  Over the next 3 days  the  Team and the  to help bring vaccines to the residents of downtown  Phoenix  
74;1;1;This is why we still have to wear masks  COVID can be spread to our loved ones who can t fight it  WearAMask  WearADamnMask  COVID19  CovidVaccine  GetTheShot 
75;1;1;One down     CovidVaccine 
76;0;0;   CovidVaccine    let them get the bugs out  and wait and see   JustSayNo Do not be a guinea pig for them  
77;0;0;Blacks were dying at 7x the rate of other Chicagoans   Latinx community hard hit  We took a neighborhood approach for  CovidVaccine rollout   leading w/ data   equity  We ve seen case rates come down in Latinx Chicago for the first time     VitalTalks  cities4health
78;0;0;People with the  CovidVaccine acting like people without it are gonna give y all the virus  Like wasnt that the point of the vaccine clowns  Yall said it was 90  effective  What are yall afraid of  That 10    COVID19  coronavirus     
79;0;0; VaxFact  If someone offers to buy and send you a  Covid19  Covidvaccine  it's a scam  Don't buy it   don't give them any info  More scam prevention tips to share below   insurance  fraud  insurancefraud  healthcarefraud  
80;0;0; Seriously  The drama these leftists portray when they post about getting their  CovidVaccine is comical   COVID19
81;1;0;Let's focus  weed  CovidVaccine  COVIDIOTS 
82;0;0;Women deserve the right to an abortion  but Republicans don't agree and reject their  my body my choice  stance because Republicans are assholes   Those same Republicans when asked why they won't get a  COVID19 vaccine   my body my choice     vaccination  CovidVaccine  GOP  news
83;1;0;If you have diabetes and you're eligible for the Covid 19 vaccine  you can now book online or by calling 119  For more info      GetYours  CovidVaccine 
84;1;0;If you have diabetes and you're eligible for the Covid 19 vaccine  you can now book online or by calling 119  For more info      CovidVaccine  GetYours 
85;1;1;  CovidVaccine please continue to wear a mask and follow social distancing     a whole lot of us are not vaccinated yet as we are not eligible and our parents are not fully vaccinated due to non availability 
86;1;1;Vaccine  traceability is more crucial now than ever before  rfxcel ensures the right patient gets the right vaccine at the right time  Contact us to see how we do it     covid19  covidvaccine  safevaccine 
87;0;0;Province addresses concerns about blood clots and AstraZeneca   Reach FM  COVID19  COVID19AB  COVIDVaccine  gpab  AstraZeneca  Hinshaw 
88;1;1;Second  COVIDVaccine done   Got a sticker this time   Celebrated by going straight home and eating a chocolate eclair  
89;1;1;Got my 2nd Fauci ouchie   CovidVaccine 
90;1;1;Get on a contingency list ASAP   COVID19 is no joke  Get the first  CovidVaccine that u can as soon as you can  This is the time to put your faith in science   Please 
91;0;0;  Scariants   seems like the right word to name the fear that many us  already vaccinated against COVID 19  feel regarding catching yet another  even more dangerous  variant of the virus   COVID19  CovidVaccine  
92;0;0; Please people  you could probably find five hundred studies on blood clots online  going back decades  You owe it to your loved ones to understand how dangerous blood clots are  and in so many ways  And this is worldwide evidently   CovidVaccine
93;0;0; You should be informed madam   already done this during  WTO Executive council meeting held recently with support of 58 nations  You should keep yourself updated                                      COVID19  CovidVaccine
94;0;0;Scandalous   The Tory Government's treatment of migrants has left many too afraid to take up the offer of vaccination    HostileEnviroment  PritiPatel  COVID19  ToryBritain  vaccination  CovidVaccine 
95;0;0;Here is the UK data in Cereberal Venous Sinus Thrombosis  silent on if with thrombocytopenia   More common in  COVID than both  CovidVaccine mRNA and AstraZeneca  Where is US data  
96;0;0;JNJ   AZN  CovidVaccine may have a class  Adenovirus  vaccines  side effect to induce antiplatelet factor 4   cause blood clots via a similar mechanism to heparin  But how to account for similar reports with mRNA vaccine in Europe but none in US  
97;0;0;New Research  80 9  of U S  adults reported that they either had already received a  COVID19vaccine or intend to get a  CovidVaccine when it becomes available to them    Read the latest research from  Policy Analyst Sarah Boege    COVID19 
98;1;0;Join our Centre of Excellence In Frailty Informed Care for a free webinar featuring presentations by three long term care experts    Reserve your place here   gt     SeeMeCare  PerleyRideau  LTC  seniorcare  seniorliving  COVID19  COVIDVaccine  PerleyUnited
99;0;0;By the 3rd month anniversary of India s  COVIDvaccine drive  India has administered 117 million shots  which is 23  of India s target of 500 million shots  Our report on India s progress  
100;0;0;Generic  covidvaccine manufacturers would therefore need to develop and validate their own production process and then be subject to safety checks etc  This costs money  They will also want paying  There's also considerable safety risks from loss of regulation 
101;1;1;Can see why we have nearly 40m vaccinated  First Covid jab today  AZ but no worries here  Stupendously efficient procedure and staff at the Allied pharmaceuticals site in Bold  The NHS has issues but for this task they are spot on   CovidVaccine  AstraZeneca  GetVaccinated 
102;0;0;       PLEASE look into ASPIRATION when vaccinating  and the possibility of not doing this is what's leading to the blood clotting issues  COVID19  COVID  CovidVaccine  Covid19UK  vaccine  NHS
103;0;0;To the point stated here  this subject has become so politicized that even pro vax people who are skeptical of the  CovidVaccine are chastised as  anti vax science deniers   Not a good place for us to be in as a country 
104;0;0;Great summary of  ACIP process around recent JJ safety signal of CVST following  CovidVaccine in the US  thanks    Safety signals are a positive sign for building confidence   our systems are working  
105;0;0;US has already placed an order for 600mn doses of  covidvaccine  Meanwhile  Indian govt has only placed an order for 11mn doses for a population of 1300mn   should act fast  Budget already has allocated  35k cr for this  Plan fast    COVID19  
106;0;0;More data is needed to determine if vaccines last beyond six months  CovidVaccine 
107;0;0; Dr Gupta   I'm now eligible to receive the  CovidVaccine  I read reports that some ppl have an allergic reaction who suffer from drug allergies  I'm allergic to penicillin  sulfa  and I had immediate hives in reaction to contrast dye as a child 
108;0;0;Just looking at some of the pics people post of their  CovidVaccine records  marvelling at the mismatch of sticker size to spot in record  Checked my booklet  realised there is no standardised size for vaccine stickers   lookit this  fluvax  one fits one doesn't   mildlybothered 
109;0;0;This is  's logic today when he tried to grill Dr  Fauci     coronavirus  COVID19  CovidVaccine 
110;1;1;I don t know who needs to hear this  but TAKE THE VACCINE THAT IS AVAILABLE TO YOU  Do not wait around for your  preferred brand   That is gambling with your life  and the life of other people  The vaccine will become a yearly booster shot anyway   COVID19  CovidVaccine  vaccines 
111;1;1; hpusharks  check your email      You received important information about COVID 19 vaccination registration opportunities for HPU students      staysafesharks  getvaccinated  covidvaccine 
112;1;1;Thank you  I needed to hear that  My second dose is next week   CovidVaccine 
113;0;0;Take the vaccine in peace and respect the people that don't need or want one  My body  my choice  Isn't it    CovidVaccine   vaccine   COVIDIOT
114;0;0;if you reacted to your vaccine  you re a bottom  CovidVaccine
115;0;0;   Y all starting to believe the tin foil hat  crazies  yet or nah           CovidVaccine 
116;1;1;A THIRD SHOT  Pfizer s CEO said Thursday that people will  likely  require a third dose of a COVID 19 vaccination within 12 months of being fully vaccinated   CovidVaccine  CoronaVirusUpdates  vaccines   
117;1;1;I got my first  CovidVaccine shot today  Feel great and no side effects yet but I didn t get a sticker after so 0/10
118;0;0;I wont be getting a  Covid vaccine shot Who knows what nano technology the government is putting in that shit  Covid19  coronavirus  CovidVaccine
119;0;0;That sure was an unusually quick  bloodclot study results  Who did the study    CovidVaccine  coronadebat  coronavirus  cryptocurrencies  WHEEIN  COVID19India  COVID19  California  LosAngeles  NewYork  Vaccin  VakeelSaab  UK  ITZY  GNTM  GenshinImapct  Germany  Canada  Rx  
120;0;0;You don't say      CovidVaccine 
121;1;1;Pfizer CEO  Third dose of COVID 19 vaccine 'likely' needed within 1 year  Probably 6 months  And then yearly after that   Get in line for your  CovidVaccine now   
122;0;0;The madman Republicans/conservatives worshiped got the vaccine but they won t get it because some dude heard from a friend who has a co workers cousin who works at a hospital that says vaccines are bad for you  These people then post it to Twitter or Facebook   CovidVaccine
123;1;1;Employees from across our US operations proudly share their pictures of their CDC vaccination cards and band aids   Thank you for sharing your enthusiasm and encouraging your colleagues to 'get their spot and get their shot'    AkzoNobel  Wellness  CovidVaccine   covax 
124;1;1;Cool story on how  Group is helping with the  CovidVaccine rollout in Africa   COVID19  Telecoms    
125;0;0;Pfizer CEO Says Third Covid Vaccine Dose Likely Needed Within 12 Months  CovidVaccine 
126;1;1;Just got my second COVID vaccine shot today  I m fully vaccinated everyone     CovidVaccine 
127;0;0;Fauci  'Strong similarities' between J J  AstraZeneca clotting issues   Fauci  CovidVaccine  vaccines  JohnsonandJohnson  astrazenecavaccine  AstraZeneca   bloodclots  bloodclotting  CDC
128;1;1;Nearly 22 crore doses of  COVID19 vaccine were produced and 12 crore people have already been vaccinated in  India  the minister said   coronavirus  secondwave  CovidVaccine  TheWeek  
129;0;0;Shocking rise in death of unborn   newborn babies due to  CovidVaccine  These women have committed a crime against their own babies   if they survive the so called vax   possible lifelong health issues  they will be GMO babies    Scamdemic  VaccineInjury 
130;1;1; BREAKING  Pfizer CEO AlbertBourla says third  CovidVaccine  dose likely needed within 12 months of getting fully vaccinated  He also said it s possible people will need to get vaccinated against the virus annually  
131;1;1;All Californians 16 and older now eligible for the  COVID19 vaccine    CovidVaccine  
132;0;1;Thank you  for the opportunity to answer questions about the  CovidVaccine   To all the Sandy Bay community members  please do not hesitate to call us with ANY questions    Covid19MB  research  Manitoba  sandybay  MedTwitter
133;0;0;Still no word about when the  CovidVaccine  campaign begins in  Libya  This is Day 3 of Ramadan  
134;0;0;Part of the plan all along  COVID19  CovidVaccine        
135;0;0; Pass  Wake up sheeple    CovidVaccine  COVIDSecondWave  Covid
136;0;1;got the  CovidVaccine today   we smokin da pfizer pack pho today imma eat yall brains watch out     
137;1;1;Starting TODAY  Thursday  April 15  all people 16 and older are now eligible for COVID 19 vaccinations    burien  COVID19   vaccinations  CovidVaccine  health 
138;0;0;Today We Nagarpalika and Brahm Samaj organise Covid Vaccination Camp and Covid Test Camp at Sports Complex  Veraval  More then Hundred people join with us  There are multiple test and vaccination camp at Veraval   CovidVaccine 
139;1;1;Happy  VaxDay in Washington state  and a q   what was the first emotion you felt when you got the vaccine     CovidVaccine  Emotion
140;1;1;On vaccine day  we wear leggings   GetVaccinated  CovidVaccine  vaccinated
141;1;1; Okay Google   where is the closest     Get your  CovidVaccine and get your free doughnut  friends      
142;1;1;Can we get  CovidVaccine  Covid  passport right   COVID 19  VaccinePassport 
143;0;0; TeekaUtsav     Time for     to be more active by creating awareness about  CovidVaccine  dispelling myths   organising eligible people to get vaccinated NGOs  thro  TeekaUtsav you CAN SAVE MILLIONS from  Covid 19
144;1;1;I was delighted to receive my first dose of the  AstraZeneca  COVIDvaccine at my local pharmacy when I became eligible by age  The best shot is the one you can get ASAP   StopTheSpread 
145;0;0;When people get the  CovidVaccine they should also receive instructions on what to do if they experience symptoms longer than expected  what point should people see a dr or go to an ER       vertigo  dizziness  moderna
146;0;0;Never good running like sheep to slaughter  something new out is rushed   it's bound to have unforseen problems  that's why it pays to be patient   as you can't undo what has been done   careful with choices   Why not acceptable to have equal concerns re  CovidVaccine as  COVID   
147;0;0;Good news that  has ramped up production of its  CovidVaccine and can deliver 10  more doses to the U S  by May  However  my biggest concern now is the potential for increased  vaccinehesitancy due to J J and AZ safety issues 
148;0;0;Connection  Been told to leave the country because of my dangerous views a lot in the last 12 hours  These are the same people who in 1776 wouldn't want to fight the British and would be silent in Germany 1933  Liberty is dangerous and oppression is safe   liberty  CovidVaccine
149;0;0;Important message for Deaf People of Colour   Black and Asian concerning over  CovidVaccine  
150;1;1;We re getting closer to being together again     For now we need people who are eligible to get their  CovidVaccine    now more people can   If you're 45  you can now book in      Visit  or    Dial 119 and speak to our team    Alternatively contact your GP 
151;1;1;I'VE BEEN SHOT     Thank you        COVID19  CovidVaccine  Pfizer  PfizerGang  PfizerProud  PfizerPrincess  pfizerfam  COVIDAB 
152;1;1;Brief strict curfew needed until majority of them are vaccinated     Alarming   CoronaCurfew  CoronaPandemic  CovidVaccine
153;1;1;we ve got the set now   Sally had Astra Zeneca  Kitty had Pfizer    and now I ve joined the jabbed gang with Moderna  moderna  CovidVaccine 
154;0;0;A  COVID 19 patient died outside the  NalandaMedicalCollage   Hospital in  Patna on  Tuesday as the management was busy welcoming  Bihar Health Minister   See this is BJP Govt    BiharHealthDept  IndiaFightsCorona  COVID19AB  vaccine  vaccinated  CovidVaccine 
155;0;0;Virus is getting smarter   Humans are getting dummer    CovidVaccine  COVID19India
156;1;1;Two weeks clear of my first Pfizer jab  Grateful to be half way fully vaccinated   Listen to the science and get vaccinated for yourself and others     COVID19BC  vaccinated  CovidVaccine  GetVaccinated  COVID19Vaccine  PfizerVaccine 
157;1;1;Sorry friends I was tested covid positive ten days back and now finally tested negative   Pls stay safe and all eligible pls take covid vaccine  CovidVaccine
158;0;0;   The older you are  the greater the benefits of the  COVIDvaccine  due the threat of severe disease  But what about the under 50s   how concerned should they be about potential side effects of  AstraZeneca  Hassan Vally helps you weigh up the issues  
159;1;1;I made an appointment for a covid vaccine even though I have a needle phobia  My fear of dying or spreading death outweighs my fear of needles  thankfully  but I'm still so fucking nervous about it   vaccine  CovidVaccine
160;0;0;Unusual period after getting the  CovidVaccine    You re not alone             You can share your experience in this survey and help researchers learn more about people with uteruses     
161;0;0;   With a 99 99  survival rate without a  CovidVaccine  what s the point to vaccinate with an experimental chemotherapy that your insurance doesn t cover  you can t sue the manufacturer  you can t donate blood etc  You still can t remove the mask  travel  eat out  hug etc Answer  
162;1;1; America might not have gotten everything right in the  COVID19 fight  but last week they vaccinated 22 million people   Let's look at what they are doing and ask for access to their  CovidVaccine reserves   How many billion dollars are we spending on joint strike fighter jets 
163;0;0;It s really amazing how there s a certain group of people praying that the vaccine has adverse side effects just to prove a point   CovidVaccine
164;0;0;Johnson and Johnson  COVID19 vaccine banned by  SouthAfrica and the U S  due to blood clotting and thrombocytopenia  CovidVaccine
165;0;0; ReleaseDA of Govt employees difficult to survive in this high inflated market situation  CovidVaccine  COVID 19  COVID19Vaccine
166;0;0;NYS Vaccine Tracker  CovidVaccine  modernavaccine  PfizerVaccine  
167;1;1;It s oddly emotional when your done     onedown  CovidVaccine 
168;1;1;For my birthday today  my aunt   uncle got their  CovidVaccine         
169;0;0;Vaccine rollout hits a snag   COVID19  Covid  CovidVaccine
170;0;0;The Scott Thompson Show Podcast    Updates on the AstraZeneca and Johnson   Johnson COVID 19 vaccines   New restrictions proposed for broadcasting in Canada   COVID19  Cdnpoli  HamOnt  COVIDvaccine      
171;0;0;There's good news for school reopenings  80  of school and childcare employees have received at least one dose of the  COVIDvaccine   schoolreopenings   
172;0;0;Just got my second vaccine  I think I got the right one  but it s weird  The nurse just said   Circle circle  dot dot  now you have the COVID shot   Also she was 8   Pfizer  CovidVaccine
173;1;1;Waiting for my second dose of the covid vaccine   Pfizer  CovidVaccine 
174;1;1;Today I received my 1st dose of the   CovidVaccine   today  Expected side effects are mild  most severe side effect is a pounding headache and neck pain  Also  still wear a mask everyone   
